-1.25,-0.93,-1.2,Pitch,,MaxA,77.03,,,
-3.78,1.76,-0.19,Pitch,,MinA,-73.01,,,
-1.28,0.78,-2.02,Yaw,,,,,SDA,32.6275408326782
-1.96,0.59,-0.68,Pitch,,MaxB,42.81,,,
-1.06,0.02,1.27,Yaw,,MinB,-51.03,,,
0.13,0.42,1.66,Yaw,,,,,SDB,9.64935563328556
0.03,0.02,0.11,Yaw,,MaxZ,39.27,,,
-4.07,1.39,-1.5,Pitch,,MinZ,-42.52,,,
1.27,-0.06,2.01,Yaw,,,,,SDC,12.6811125324674
-3.59,0.97,-1.32,Pitch,,,,,,
-3.24,-1.02,-0.23,Pitch,,RangeX,150.04,,,
1.3,-0.42,1.96,Yaw,,RangeY,93.84,,,
-2.05,-1.27,-0.53,Pitch,,RangeZ,81.79,,,
2.7,-1.99,1.19,Pitch,,,,,,
-0.58,1.05,1.1,Yaw,,,,,,
-1.43,-0.59,-0.02,Pitch,,,,,,
-0.42,0.47,1.43,Yaw,,,,,,
-0.58,0.41,1.36,Yaw,,,,,,
-0.73,0.44,0.99,Yaw,,,,,,
-0.71,0.07,1.54,Yaw,,,,,,
-0.26,0.59,0.44,Roll,,,,,,
-1.58,0.82,0.2,Pitch,,,,,,
-1.16,0.78,-0.49,Pitch,,,,,,
-1.06,0.65,0.06,Pitch,,,,,,
-0.99,0.63,-0.03,Pitch,,,,,,
-0.97,0.46,0.29,Pitch,,,,,,
-0.78,0.31,0.24,Pitch,,,,,,
-0.78,0.28,0.75,Pitch,,,,,,
-0.95,0.36,0.17,Pitch,,,,,,
-0.59,0.13,0.62,Yaw,,,,,,
-0.42,-0.01,0.71,Yaw,,,,,,
-0.68,0.33,0.37,Pitch,,,,,,
-1.05,0.63,0.23,Pitch,,,,,,
-0.56,0.49,0.2,Pitch,,,,,,
-0.64,0.45,0.37,Pitch,,,,,,
-0.68,0.33,0.21,Pitch,,,,,,
-0.76,0.4,0.07,Pitch,,,,,,
-0.55,0.36,0.26,Pitch,,,,,,
-0.46,0.19,0.41,Pitch,,,,,,
-0.64,0.05,0.43,Pitch,,,,,,
-0.67,0.23,0.6,Pitch,,,,,,
-0.91,0.26,0.27,Pitch,,,,,,
-0.57,0.45,0.16,Pitch,,,,,,
-0.74,0.38,0.26,Pitch,,,,,,
-0.47,0.09,0.34,Pitch,,,,,,
-0.87,0.29,0.31,Pitch,,,,,,
-1.63,-0.27,0.21,Pitch,,,,,,
-1.95,-0.1,0.24,Pitch,,,,,,
1.77,1.24,-0.25,Pitch,,,,,,
0.53,-1.53,0.44,Roll,,,,,,
-0.64,1.09,0.33,Roll,,,,,,
0.74,1.46,-0.81,Roll,,,,,,
17.25,-2.47,-6.19,Pitch,,,,,,
30.59,-5.33,11,Pitch,,,,,,
-3.46,4.1,5.8,Yaw,,,,,,
-44.45,-7.66,-8.45,Pitch,,,,,,
-10.68,7.54,-1.23,Pitch,,,,,,
10.14,9.98,-1.86,Pitch,,,,,,
47.1,-10.84,20.25,Pitch,,,,,,
-6,-4.88,-0.13,Pitch,,,,,,
-44.65,2.01,7.65,Pitch,,,,,,
-5.51,0.03,1.99,Pitch,,,,,,
45.12,-18.33,-3.26,Pitch,,,,,,
27.13,-0.77,6.91,Pitch,,,,,,
-19.84,0.13,-0.34,Pitch,,,,,,
-40.45,0.37,0.06,Pitch,,,,,,
2.03,-5.42,6.51,Yaw,,,,,,
52.71,-32.96,25.23,Pitch,,,,,,
-4.78,4.55,-0.34,Pitch,,,,,,
-47.56,9.55,-9.88,Pitch,,,,,,
-9.16,7.72,7.36,Pitch,,,,,,
5.54,7.12,-4.1,Roll,,,,,,
43.6,41.49,-34.23,Pitch,,,,,,
-13.06,8.49,-1.73,Pitch,,,,,,
-43.21,-15.71,22.61,Pitch,,,,,,
-4.79,-2.5,1.11,Pitch,,,,,,
48,1.29,-13.22,Pitch,,,,,,
19.11,0.21,-4.49,Pitch,,,,,,
-48.79,1.15,11.47,Pitch,,,,,,
-19.19,1.45,9.92,Pitch,,,,,,
32.82,-25.29,-19.36,Pitch,,,,,,
43.61,6,1.25,Pitch,,,,,,
-38.25,7.36,0.59,Pitch,,,,,,
-28.24,3.73,13.06,Pitch,,,,,,
6.18,3.55,-8.06,Yaw,,,,,,
48.42,-3.73,-14.75,Pitch,,,,,,
-7.17,0.85,6.08,Pitch,,,,,,
-33.13,-11.11,18.65,Pitch,,,,,,
-5.54,4.37,-1.38,Pitch,,,,,,
44.67,0.26,-3.55,Pitch,,,,,,
11.03,1.02,-4.47,Pitch,,,,,,
-51.99,2.01,5.04,Pitch,,,,,,
-16.39,-10.14,5.23,Pitch,,,,,,
43.27,-11.9,0.87,Pitch,,,,,,
34.03,4.85,-3.26,Pitch,,,,,,
-33.02,-10.77,11.66,Pitch,,,,,,
-17.47,-18.44,11.43,Roll,,,,,,
34.47,24.64,-9.83,Pitch,,,,,,
18.97,-2.97,7.98,Pitch,,,,,,
-27.03,-4.08,-4,Pitch,,,,,,
-19.56,0.27,11.37,Pitch,,,,,,
11.18,2.79,-3.68,Pitch,,,,,,
62.19,30.46,-16.34,Pitch,,,,,,
-26.76,-7.75,4.81,Pitch,,,,,,
-44.06,-18.46,14.82,Pitch,,,,,,
-3.19,-3.27,-1.17,Roll,,,,,,
55.96,10.01,-4.25,Pitch,,,,,,
-7.38,1.26,2.4,Pitch,,,,,,
-45.77,-9.27,7.28,Pitch,,,,,,
-11.01,-5.26,-3.56,Pitch,,,,,,
34.29,18.85,-7.11,Pitch,,,,,,
22.53,-1.34,-0.84,Pitch,,,,,,
-39.96,-2.65,-8.04,Pitch,,,,,,
-21.51,11.51,7.07,Pitch,,,,,,
26.25,9.73,-0.89,Pitch,,,,,,
36.37,-1.03,5.16,Pitch,,,,,,
-26.91,-12.06,2.72,Pitch,,,,,,
-49.49,7.08,-0.79,Pitch,,,,,,
-4.51,13.72,0.88,Roll,,,,,,
51.78,14.33,-4.38,Pitch,,,,,,
-6.25,-5.07,-0.12,Pitch,,,,,,
-45.99,3.16,0.97,Pitch,,,,,,
-12.77,4.27,-1.46,Pitch,,,,,,
17.78,-10.32,-4.6,Pitch,,,,,,
46.04,-7.15,9.36,Pitch,,,,,,
-48.41,-0.71,-3.21,Pitch,,,,,,
-28.2,8.08,10.1,Pitch,,,,,,
14.2,-3.6,-4.69,Pitch,,,,,,
61.69,-9.54,13.43,Pitch,,,,,,
-39.42,-10.99,-1.69,Pitch,,,,,,
-44.58,4.49,0.5,Pitch,,,,,,
1.4,-0.49,2.09,Yaw,,,,,,
77.03,-6.24,0.87,Pitch,,,,,,
-28.65,2.49,6.52,Pitch,,,,,,
-42,14.64,-2.16,Pitch,,,,,,
11.29,-14.3,-1.33,Roll,,,,,,
46.88,-1.5,-8.3,Pitch,,,,,,
-5.48,9.46,7.64,Roll,,,,,,
-57.35,-5.58,-1.7,Pitch,,,,,,
-11.44,9.04,2.75,Pitch,,,,,,
34.36,3.54,-7.28,Pitch,,,,,,
23.68,-8.19,8.01,Pitch,,,,,,
-28.83,-6.83,-5.69,Pitch,,,,,,
-14.64,4.93,-1.79,Pitch,,,,,,
2.28,-2.14,3.29,Yaw,,,,,,
36.18,-6.87,25.96,Pitch,,,,,,
-9.58,-1.26,-2.68,Pitch,,,,,,
-51.06,-1.13,0.81,Pitch,,,,,,
-5.88,0.48,7.27,Yaw,,,,,,
61.97,17.32,-9.23,Pitch,,,,,,
-10.31,-1.44,5.06,Pitch,,,,,,
-42.57,-11.34,2.87,Pitch,,,,,,
-6.82,-2.36,2.18,Pitch,,,,,,
10.6,20.33,-12.68,Roll,,,,,,
31.2,6.49,-16.97,Pitch,,,,,,
-31.66,-9.21,16.52,Pitch,,,,,,
-11.07,3.7,12.2,Yaw,,,,,,
9.82,2.69,-5.4,Pitch,,,,,,
26.29,3.1,-19.4,Pitch,,,,,,
-13.8,1.33,13.36,Pitch,,,,,,
-34.64,-5.79,15.89,Pitch,,,,,,
6.38,-3.19,-3.15,Pitch,,,,,,
63.8,10.26,-5.14,Pitch,,,,,,
-22.28,-9.25,-5.64,Pitch,,,,,,
-44.18,-2.64,27.82,Pitch,,,,,,
1.56,5.97,-2.83,Roll,,,,,,
48.54,15.95,-28.49,Pitch,,,,,,
-3.54,-3.22,11.07,Yaw,,,,,,
-42.36,-7.85,25.91,Pitch,,,,,,
-2.46,-0.52,-6.34,Yaw,,,,,,
50.32,22.7,16.35,Pitch,,,,,,
-4.94,0.09,3.63,Pitch,,,,,,
-35.59,-24.38,-35.8,Yaw,,,,,,
-11.41,0.27,4.24,Pitch,,,,,,
39.55,5.89,32.92,Pitch,,,,,,
10.95,-1.86,5.49,Pitch,,,,,,
-55.27,-20.91,-17.27,Pitch,,,,,,
-4.09,1.4,-1.87,Pitch,,,,,,
21.28,2.45,24.12,Yaw,,,,,,
-0.98,-10.82,5.61,Roll,,,,,,
-28.14,-8.12,-32.55,Yaw,,,,,,
-5.88,4.7,-0.9,Pitch,,,,,,
39.41,7.36,22.54,Pitch,,,,,,
3.8,3.09,2.98,Pitch,,,,,,
-51.48,-22.36,-31.9,Pitch,,,,,,
-1.35,-2.31,-1.89,Roll,,,,,,
38.12,-0.85,17.12,Pitch,,,,,,
4.85,-1.17,6.08,Yaw,,,,,,
-36.4,-12.25,-14.26,Pitch,,,,,,
-10.04,-2.84,-3.41,Pitch,,,,,,
27.28,7.22,5.57,Pitch,,,,,,
12.74,-0.88,13.54,Yaw,,,,,,
-25.26,-12.51,-3.74,Pitch,,,,,,
-3.47,-14.17,-18.78,Yaw,,,,,,
2.46,2.7,9.7,Yaw,,,,,,
37.51,15.24,11.26,Pitch,,,,,,
-11.84,-3.73,-0.89,Pitch,,,,,,
-15.04,15.15,-2.99,Roll,,,,,,
-4.51,2.65,4.09,Pitch,,,,,,
58.37,16.39,15.42,Pitch,,,,,,
-10.22,-0.83,1.39,Pitch,,,,,,
-52.01,11.5,-17.88,Pitch,,,,,,
1.26,1.23,0.28,Pitch,,,,,,
59.47,14.71,23.82,Pitch,,,,,,
-17.13,-7.68,1.61,Pitch,,,,,,
-36.43,14.56,-15.07,Pitch,,,,,,
-0.37,2.42,5.08,Yaw,,,,,,
37.81,-11.53,-37.29,Pitch,,,,,,
-9.48,-1.99,12.13,Yaw,,,,,,
-28.71,-10.49,39.27,Yaw,,,,,,
2.18,-1.38,-3.99,Yaw,,,,,,
26.34,2.77,-31.28,Yaw,,,,,,
-21.39,0.6,9.22,Pitch,,,,,,
-24.09,4.37,28.8,Yaw,,,,,,
7.64,0.26,-11.76,Yaw,,,,,,
34.75,-3.39,-22.23,Pitch,,,,,,
-19.37,0.7,6.36,Pitch,,,,,,
-32.97,20.2,30.33,Pitch,,,,,,
6.08,3.8,-17.57,Yaw,,,,,,
41.08,0.72,-14.34,Pitch,,,,,,
-22.05,2.96,9.63,Pitch,,,,,,
-22.8,-2.92,24.65,Yaw,,,,,,
17.43,-5.21,-2.53,Pitch,,,,,,
41.94,1.74,4.89,Pitch,,,,,,
-17.96,5.3,-1.17,Pitch,,,,,,
-25.53,-1.6,7.02,Pitch,,,,,,
4.85,4.68,-0.56,Pitch,,,,,,
39.53,11.75,7.33,Pitch,,,,,,
-13.42,-6.28,-1.62,Pitch,,,,,,
-40.59,5.18,-8.04,Pitch,,,,,,
-14.64,-11.45,-0.42,Pitch,,,,,,
3,1.19,1.15,Pitch,,,,,,
60.42,0.62,0.57,Pitch,,,,,,
-28.74,-7.1,-2.55,Pitch,,,,,,
-40.23,6.09,-4.59,Pitch,,,,,,
36.94,-51.03,-19.66,Roll,,,,,,
3.25,10.34,-3.74,Roll,,,,,,
18.72,7.93,8.29,Pitch,,,,,,
16.43,2.29,11.33,Pitch,,,,,,
-26.96,-8.14,-0.3,Pitch,,,,,,
-28.54,2.72,7.32,Pitch,,,,,,
2.36,2.32,-4.25,Yaw,,,,,,
44.32,-6.44,10.86,Pitch,,,,,,
5,-7.2,9.05,Yaw,,,,,,
-62.49,-7.37,-1.62,Pitch,,,,,,
1.9,9.49,3.03,Roll,,,,,,
46.55,33.92,-34.28,Pitch,,,,,,
-3.57,3.43,5.64,Yaw,,,,,,
-57.55,7.3,18.79,Pitch,,,,,,
-12.8,4.91,-0.34,Pitch,,,,,,
43.82,4.25,-20.32,Pitch,,,,,,
13.64,1.17,9.62,Pitch,,,,,,
-24.5,5.69,-0.33,Pitch,,,,,,
-25.2,13.57,7.67,Pitch,,,,,,
17.91,-13.09,-1.84,Pitch,,,,,,
33.74,-6.33,-14.27,Pitch,,,,,,
-29.03,7.05,13.63,Pitch,,,,,,
-34.85,10.38,12.65,Pitch,,,,,,
-4.5,8.06,-5.05,Roll,,,,,,
61.15,-13.71,-10.07,Pitch,,,,,,
-0.35,0.6,2.5,Yaw,,,,,,
-64.36,10.39,24.55,Pitch,,,,,,
-18.07,8.82,12.57,Pitch,,,,,,
51.66,-15.24,-20.24,Pitch,,,,,,
45.54,-6.01,12.43,Pitch,,,,,,
-52.94,8.05,4.15,Pitch,,,,,,
-23.56,5.73,2.8,Pitch,,,,,,
26.72,-7.23,2.06,Pitch,,,,,,
58.73,-14.58,8.83,Pitch,,,,,,
-46.87,10.37,-8.66,Pitch,,,,,,
-42.97,21.92,2.9,Pitch,,,,,,
-8.2,0.53,2.47,Pitch,,,,,,
50.56,-28.58,14.62,Pitch,,,,,,
7.44,-7.99,-7.2,Roll,,,,,,
-58.53,3.94,-6.64,Pitch,,,,,,
-14.35,5.9,-4.01,Pitch,,,,,,
48.01,27.61,-6.77,Pitch,,,,,,
3.84,-7.87,9.37,Yaw,,,,,,
-52.69,1.43,-12.1,Pitch,,,,,,
-5.85,-16.97,3.72,Roll,,,,,,
62.42,5.09,2.68,Pitch,,,,,,
-10.24,-4.34,10.2,Pitch,,,,,,
-55.18,-6.33,-8.21,Pitch,,,,,,
-1.63,2.35,3.37,Yaw,,,,,,
51.85,1.61,0.09,Pitch,,,,,,
2.09,-2.45,5.42,Yaw,,,,,,
-47.29,1.45,-9.71,Pitch,,,,,,
-17.04,4.83,3.32,Pitch,,,,,,
20.17,17.03,-6.28,Pitch,,,,,,
51.58,8.96,-22.78,Pitch,,,,,,
-27.16,2.96,5.19,Pitch,,,,,,
-32.32,4.51,31.56,Pitch,,,,,,
6.23,6.6,-2.72,Roll,,,,,,
35.06,-2.13,-29.38,Pitch,,,,,,
-35.22,4.46,4.37,Pitch,,,,,,
-16.74,-4.23,11.3,Pitch,,,,,,
32.02,8.1,-19.63,Pitch,,,,,,
13.99,-3.77,5.31,Pitch,,,,,,
-39.75,3.31,1.09,Pitch,,,,,,
-8.69,3.58,7.79,Pitch,,,,,,
56.5,-9.93,-9.58,Pitch,,,,,,
-17.14,-2.76,3.48,Pitch,,,,,,
-32.54,0.86,5.4,Pitch,,,,,,
6.66,-3.17,-2.15,Pitch,,,,,,
39.4,3.19,-16.54,Pitch,,,,,,
-19.35,1.35,12.02,Pitch,,,,,,
-46.06,-0.21,4.03,Pitch,,,,,,
-1.12,-0.82,-0.21,Pitch,,,,,,
58.34,-8.88,-17.14,Pitch,,,,,,
-20.83,0.01,11.14,Pitch,,,,,,
-28.33,4.93,4.04,Pitch,,,,,,
-18.26,8.89,3.44,Pitch,,,,,,
57.15,-23.82,22.56,Pitch,,,,,,
21.58,-9.32,10.59,Pitch,,,,,,
-58.84,-5.17,-3.24,Pitch,,,,,,
-12.86,7.69,2.87,Pitch,,,,,,
59.76,1.03,1.25,Pitch,,,,,,
-0.92,-6.41,14.46,Yaw,,,,,,
-67.53,-0.58,1.44,Pitch,,,,,,
-7.41,0.41,1.9,Pitch,,,,,,
70.3,5.29,-14.62,Pitch,,,,,,
3.65,2.7,-1.17,Pitch,,,,,,
-46.23,3.86,17.87,Pitch,,,,,,
-0.55,-5.15,-1.74,Roll,,,,,,
64.26,-2.37,-3.37,Pitch,,,,,,
-16.18,3.62,12.58,Pitch,,,,,,
-54.8,0.38,-0.38,Pitch,,,,,,
-4.9,2.36,4.78,Pitch,,,,,,
50.78,15.78,-36.57,Pitch,,,,,,
-24.26,9.71,10.55,Pitch,,,,,,
-42.23,6.1,34.83,Pitch,,,,,,
13.97,-2.33,-11.36,Pitch,,,,,,
50.45,0.36,-20.95,Pitch,,,,,,
-39.66,2.29,12.57,Pitch,,,,,,
-21.84,6.15,12.34,Pitch,,,,,,
25.09,-14.45,-0.57,Pitch,,,,,,
31.05,12.73,10.98,Pitch,,,,,,
-73.01,14.76,4.09,Pitch,,,,,,
3,1.61,-0.14,Pitch,,,,,,
72.47,-12.45,-9.21,Pitch,,,,,,
-72.88,3.23,11.21,Pitch,,,,,,
1.94,-2.03,-4.91,Yaw,,,,,,
69.24,-23.11,36.15,Pitch,,,,,,
-38.79,-2.31,9.14,Pitch,,,,,,
-15.81,-1.38,-5.95,Pitch,,,,,,
53.12,1.06,2.01,Pitch,,,,,,
-4.82,0.04,11.26,Yaw,,,,,,
-60.06,42.81,-8.72,Pitch,,,,,,
11.54,6.78,3.25,Pitch,,,,,,
57.8,-3.47,-37.33,Pitch,,,,,,
-55.55,-12.27,21.17,Pitch,,,,,,
-13.82,12.34,11.69,Pitch,,,,,,
61.08,4.25,-40.61,Pitch,,,,,,
-6.44,-0.24,14.89,Yaw,,,,,,
-44.15,11.44,21.18,Pitch,,,,,,
15.36,-5.54,-12.47,Pitch,,,,,,
55.25,-5.86,-19.92,Pitch,,,,,,
-65.2,-4.2,35.04,Pitch,,,,,,
-3.8,-0.25,0.4,Pitch,,,,,,
66.44,-24.2,1.8,Pitch,,,,,,
9.37,-0.11,16.54,Yaw,,,,,,
-72.15,10.03,2.08,Pitch,,,,,,
-2.42,12.03,4.97,Roll,,,,,,
73.48,5.19,-20.29,Pitch,,,,,,
-40.76,-4.88,26.83,Pitch,,,,,,
-16.44,-1.37,4.94,Pitch,,,,,,
27.66,30.81,-25.01,Roll,,,,,,
3.46,-2.68,-14.62,Yaw,,,,,,
-55.03,4.72,39.21,Pitch,,,,,,
7.41,-1.04,-8.95,Yaw,,,,,,
45.49,-3.09,-29.58,Pitch,,,,,,
-27.91,0.62,15.17,Pitch,,,,,,
-17.5,-21.35,36.88,Yaw,,,,,,
21.33,9.48,-42.52,Yaw,,,,,,
49.75,-3.48,0.66,Pitch,,,,,,
-49.78,2.73,7.11,Pitch,,,,,,
-10.66,-8.52,15.91,Yaw,,,,,,
60.95,-1.5,4.36,Pitch,,,,,,
-15.78,-1.3,4.9,Pitch,,,,,,
-44.04,19.48,0.56,Pitch,,,,,,
